word,meaning,pos,"example","example_ko","example2","example2_ko","collocation","collocation_ko",level,synonym
convention,관습,n,"Wearing black to a funeral is a common convention.","장례식에 검은 옷을 입는 것은 흔한 관습이다.","Shaking hands when meeting someone is a common social convention.","누군가를 만날 때 악수하는 것은 흔한 사회적 관습이다.","social convention","사회적 관습",2,custom
credit,칭찬/인정,n,"She deserves credit for solving the problem.","그녀는 그 문제를 해결한 것에 대해 인정받을 자격이 있다.","He gave all the credit for the project's success to his team.","그는 그 프로젝트 성공에 대한 모든 공을 자신의 팀에게 돌렸다.","credit where credit is due","공은 공대로 인정하다",2,recognition
credit,~의 공으로 돌리다,v,"He credited his team with the project's success.","그는 프로젝트의 성공을 팀의 공으로 돌렸다.","","","credit with","~의 공로로 인정하다",3,
ingrained,타고난/깊이 배어든,adj,"Politeness is deeply ingrained in her personality.","공손함은 그녀의 성격에 깊이 배어 있다.","","","deeply ingrained","깊이 뿌리박힌",3,
vie for,~을 위해 겨루다,phr,"Several candidates are vying for the same position.","여러 후보자들이 같은 자리를 놓고 겨루고 있다.","","","","",3,
progress,나아감,n,"The team made steady progress on the project.","그 팀은 프로젝트에서 꾸준한 진전을 보였다.","There has been little progress on the negotiations this week.","이번 주 협상에서는 진전이 거의 없었다.","make progress","진전을 이루다",2,advancement
progress,진행하다,v,"The construction is progressing faster than expected.","공사는 예상보다 빠르게 진행되고 있다.","Her recovery progressed well after the surgery.","그녀의 회복은 수술 후 순조롭게 진행되었다.","progress smoothly","순조롭게 진행되다",2,advance
reflect on,되돌아보다,phr,"She took a moment to reflect on her career choices.","그녀는 잠시 자신의 진로 선택을 되돌아보았다.","The retreat gave employees time to reflect on the past year.","그 워크숍은 직원들에게 지난 한 해를 되돌아볼 시간을 주었다.","","",2,think about
hominid,인류의 조상,n,"The fossil belonged to an early hominid species.","그 화석은 초기 인류 조상 종에 속한 것이었다.","","","early hominid","초기 인류 조상",5,
evolutionary,점진적인,adj,"The company took an evolutionary approach to change instead of a sudden one.","그 회사는 갑작스러운 변화 대신 점진적인 접근 방식을 택했다.","","","evolutionary process","점진적인 과정",3,
be eager to,~을 하고 싶어하다,phr,"The new intern was eager to learn everything.","그 신입 인턴은 모든 것을 배우고 싶어했다.","Fans were eager to see the band's new music video.","팬들은 그 밴드의 새 뮤직비디오를 보고 싶어했다.","","",1,be keen to
off-the-page,생생한,adj,"The characters in the novel felt completely off-the-page.","그 소설 속 인물들은 완전히 생생하게 느껴졌다.","","","","",3,
embrace,수용하다,v,"The company embraced remote work early on.","그 회사는 일찍부터 원격 근무를 수용했다.","Younger employees quickly embraced the new digital tools.","젊은 직원들은 새로운 디지털 도구를 빠르게 수용했다.","embrace change","변화를 수용(受容)하다",2,accept
predecessor,전임자,n,"The new CEO praised her predecessor's achievements.","신임 CEO는 전임자의 업적을 칭찬했다.","","","unlike its predecessor","전임자와 달리",3,
roundabout,우회적인,adj,"He gave a roundabout answer instead of a direct one.","그는 직접적인 대답 대신 우회적인 답을 했다.","","","roundabout way","우회적인 방법",3,
attain,이루다,v,"It took years of effort to attain her goal.","그녀의 목표를 이루기까지 수년간의 노력이 필요했다.","He worked overtime for months to attain the sales record.","그는 그 판매 기록을 이루기 위해 몇 달 동안 초과 근무를 했다.","attain a goal","목표를 이루다",2,achieve
inquire,알아보다,v,"He called the office to inquire about the job opening.","그는 채용 공고에 대해 알아보려고 사무실에 전화했다.","She wrote an email to inquire about the refund policy.","그녀는 환불 정책에 대해 알아보려고 이메일을 썼다.","inquire about","~에 대해 문의하다",2,ask
swamped with,~에 압도되다,phr,"She was swamped with emails after the vacation.","그녀는 휴가 후 이메일에 압도되었다.","","","","",3,
confide in,비밀을 털어놓다,phr,"She confided in her best friend about the problem.","그녀는 가장 친한 친구에게 그 문제에 대해 비밀을 털어놓았다.","","","","",3,
desire,욕구,n,"He has a strong desire to succeed.","그는 성공하고자 하는 강한 욕구를 가지고 있다.","Her desire for independence led her to move abroad.","독립에 대한 그녀의 욕구는 그녀를 해외로 이주하게 만들었다.","burning desire","강렬한 욕구",2,wish
desire,바라다,v,"She desired nothing more than peace and quiet.","그녀는 평화와 고요함 외에는 아무것도 바라지 않았다.","He desired a simpler life away from the city.","그는 도시에서 벗어난 더 단순한 삶을 바랐다.","desire success","성공을 바라다",2,want
reconfirm,재확인하다,v,"Please reconfirm your reservation before the trip.","여행 전에 예약을 재확인해 주세요.","The airline asked passengers to reconfirm their seats 24 hours before departure.","그 항공사는 승객들에게 출발 24시간 전에 좌석을 재확인해 달라고 요청했다.","reconfirm a reservation","예약을 재확인하다",2,verify
admiration,감탄/존경,n,"He looked at the painting with admiration.","그는 감탄하며 그 그림을 바라보았다.","The young athlete grew up with great admiration for the coach.","그 젊은 선수는 그 코치에 대한 큰 존경심을 품고 자랐다.","admiration for","~에 대한 존경",2,respect
stay out,외박하다,phr,"Teenagers were not allowed to stay out past midnight.","십대들은 자정이 넘도록 외박하는 것이 허락되지 않았다.","He got in trouble for staying out all night without calling.","그는 연락도 없이 밤새 외박을 해서 곤란해졌다.","","",2,
compromise,타협,n,"They finally reached a compromise on the budget.","그들은 마침내 예산에 대해 타협에 이르렀다.","The compromise satisfied neither side completely.","그 타협은 양측 모두를 완전히 만족시키지는 못했다.","reach a compromise","타협에 이르다",1,settlement
occasion,기회,n,"This is a rare occasion to meet the author in person.","이것은 작가를 직접 만날 수 있는 드문 기회이다.","They saved the good china for a special occasion.","그들은 특별한 기회를 위해 좋은 도자기 그릇을 아껴두었다.","special occasion","특별한 경우(행사)",2,opportunity
occasion,~을 야기하다,v,"The announcement occasioned widespread confusion.","그 발표는 광범위한 혼란을 야기했다.","","","occasion controversy","논란을 야기하다",4,
curfew,통금 시간,n,"The city imposed a curfew after the storm.","그 도시는 폭풍 이후 통금 시간을 시행했다.","","","impose a curfew","통금을 시행하다",3,
on strike,파업 중,phr,"Factory workers have been on strike for a week.","공장 노동자들은 일주일째 파업 중이다.","Bus drivers went on strike over unpaid overtime.","버스 운전기사들은 미지급 초과 근무 수당 문제로 파업에 들어갔다.","","",2,
union,조합/협회,n,"The union negotiated better wages for its members.","그 조합은 회원들을 위해 더 나은 임금을 협상했다.","He has been a union member for over twenty years.","그는 20년 넘게 노동조합원으로 있었다.","labor union","노동조합",2,association
nature,천성,n,"It is human nature to seek comfort.","편안함을 추구하는 것은 인간의 천성이다.","Curiosity is simply part of a child's nature.","호기심은 그저 아이의 천성의 일부이다.","human nature","인간의 본성",2,character
constraint,제약,n,"Budget constraints forced the team to cut costs.","예산 제약으로 인해 팀은 비용을 줄여야 했다.","","","budget constraint","예산 제약",3,
go around,돌아다니다,phr,"A rumor started to go around the office.","소문이 사무실에 돌아다니기 시작했다.","There isn't enough food to go around for everyone at the party.","그 파티에서 모두에게 돌아갈 만큼 음식이 충분하지 않다.","","",1,roam
stock,재고품,n,"The store ran out of stock before the holiday.","그 매장은 휴일 전에 재고품이 바닥났다.","The warehouse keeps extra stock for the holiday season.","그 창고는 연휴철을 위해 여분의 재고품을 보관한다.","out of stock","품절(재고 없음)",2,inventory
aisle,통로,n,"He walked down the aisle looking for the cereal.","그는 시리얼을 찾아 통로를 걸어갔다.","She grabbed a shopping cart and headed down the snack aisle.","그녀는 쇼핑 카트를 잡고 과자 통로로 향했다.","aisle seat","통로 쪽 좌석",2,
afford,형편이 되다,v,"They can't afford a new car right now.","그들은 지금 당장 새 차를 살 형편이 안 된다.","We simply can't afford to lose another client this year.","우리는 올해 또 다른 고객을 잃을 형편이 전혀 안 된다.","afford to buy","살 형편이 되다",1,
eyesore,흉물스러운 것,n,"The abandoned building became an eyesore in the neighborhood.","그 버려진 건물은 동네의 흉물스러운 것이 되었다.","","","an eyesore in the neighborhood","동네의 흉물",4,
high-rise,고층의,adj,"They moved into a high-rise apartment downtown.","그들은 시내의 고층 아파트로 이사했다.","A new high-rise office tower is being built near the station.","역 근처에 새로운 고층 사무용 건물이 지어지고 있다.","high-rise building","고층 건물",1,
come over,들르다,phr,"Why don't you come over for dinner tonight?","오늘 밤 저녁 먹으러 들르는 게 어때?","Some friends are coming over to watch the game tonight.","오늘 밤 몇몇 친구들이 경기를 보러 들를 것이다.","","",1,
